seconds, time, density, practical_salinity, seawater_temperature
3745672154.00, 16:29:13, 1034.770275, 34.516225, 2.435564
3745672155.01, 16:29:15, 1034.770198, 34.516171, 2.435618
3745672156.02, 16:29:16, 1034.770223, 34.516168, 2.435618
3745672157.04, 16:29:17, 1034.770225, 34.516178, 2.435671
3745672158.05, 16:29:18, 1034.770173, 34.516121, 2.435725
3745672159.06, 16:29:19, 1034.770017, 34.515949, 2.435887
3745672160.08, 16:29:20, 1034.769967, 34.515903, 2.435995
3745672161.09, 16:29:21, 1034.770017, 34.515949, 2.435887
3745672162.10, 16:29:22, 1034.770148, 34.516072, 2.435833
3745672163.11, 16:29:23, 1034.770361, 34.516396, 2.435725
3745672164.13, 16:29:24, 1034.770384, 34.516383, 2.435671
3745672165.14, 16:29:25, 1034.770331, 34.516315, 2.435671
3745672166.15, 16:29:26, 1034.770386, 34.516393, 2.435725
3745672167.17, 16:29:27, 1034.770493, 34.516529, 2.435725
3745672168.18, 16:29:28, 1034.770279, 34.516257, 2.435725
3745672169.19, 16:29:29, 1034.770303, 34.516243, 2.435671
3745672170.20, 16:29:30, 1034.770253, 34.516250, 2.435671
3745672171.21, 16:29:31, 1034.770251, 34.516186, 2.435725
3745672172.23, 16:29:32, 1034.770335, 34.516347, 2.435833
3745672173.24, 16:29:33, 1034.770312, 34.516308, 2.435995
3745672174.25, 16:29:34, 1034.770182, 34.516185, 2.436049
3745672175.27, 16:29:35, 1034.770343, 34.516389, 2.436049
3745672176.28, 16:29:36, 1034.770289, 34.516321, 2.436049
3745672177.29, 16:29:37, 1034.770343, 34.516389, 2.436049
3745672178.30, 16:29:38, 1034.769975, 34.515956, 2.436264
3745672179.32, 16:29:39, 1034.769794, 34.515735, 2.436534
3745672180.33, 16:29:40, 1034.769480, 34.515369, 2.436749
3745672181.34, 16:29:41, 1034.769509, 34.515440, 2.436749
3745672182.35, 16:29:42, 1034.769405, 34.515326, 2.436857
3745672183.37, 16:29:43, 1034.769302, 34.515211, 2.436965
3745672184.38, 16:29:44, 1034.769663, 34.515602, 2.436534
3745672185.39, 16:29:45, 1034.769274, 34.515140, 2.436965
3745672186.40, 16:29:46, 1034.769377, 34.515255, 2.436857
3745672187.42, 16:29:47, 1034.769691, 34.515620, 2.436641
3745672188.43, 16:29:48, 1034.769304, 34.515233, 2.437072
3745672189.44, 16:29:49, 1034.769150, 34.515071, 2.437288
3745672190.46, 16:29:50, 1034.769254, 34.515186, 2.437180
3745672191.47, 16:29:51, 1034.769541, 34.515491, 2.437019
3745672192.48, 16:29:52, 1034.769440, 34.515387, 2.437180
3745672193.49, 16:29:53, 1034.769385, 34.515308, 2.437126
3745672194.51, 16:29:54, 1034.769486, 34.515401, 2.436911
3745672195.52, 16:29:55, 1034.769620, 34.515598, 2.436857
3745672196.53, 16:29:56, 1034.769431, 34.515323, 2.436857
3745672197.54, 16:29:57, 1034.769327, 34.515208, 2.436965
3745672198.56, 16:29:58, 1034.769432, 34.515333, 2.436911
3745672199.57, 16:29:59, 1034.769458, 34.515383, 2.436803
